tweet,favoriteCount,date,time,statusSource,screenName,retweetCount,location,language,profileImageURL
"Difference in performance between price setter/brand ( $NKE ) and price takers ( $COP, $RIO, $BHP, $XOM ) - What wo… https://t.co/KsgiieSSfF",15,2017/03/31,2:40:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Puru__Saxena,2,"Hong Kong",en,http://pbs.twimg.com/profile_images/786535970480939008/qI3iHm4B_normal.jpg
"It was a pleasure to see our friends from @eni at our #Gastech stand today https://t.co/V9FhxIsrTN",14,2017/04/05,6:44:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,8,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Women are playing an increasingly important role in the #LNG business find out more @Gastechevent #Powerplay https://t.co/ZCiWvKFKoo",14,2017/04/02,22:51:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,12,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great to see male executives @Shell Maarten Wetselaar and Robert Franklin with @XOM_NatGas talking about… https://t.co/5rsfjvqKzm",13,2017/04/06,12:30:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PinkPetro,8,"Worldwide ",en,http://pbs.twimg.com/profile_images/519242275675598849/d-WblXZN_normal.png
"Don't miss Steve's commercial session @GastechEvent about ExxonMobil &amp; Marketing PNG #LNG #Gastech https://t.co/qWXR0X8P8I",12,2017/04/06,4:43:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,4,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Playing with @xom_natgas #hololens @gastechevent #newtech https://t.co/bNUfzNSx3z",12,2017/04/04,5:02:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nichola_buckley,6,"Dallas, TX",en-gb,http://pbs.twimg.com/profile_images/765636703230930944/4d95ndtw_normal.jpg
"Dow, S&amp;P 500 Futures Up; Watch These Four Stocks Monday https://t.co/Ck4j0MKIGI $TSLA $NVDA $MCD $XOM $NTES https://t.co/BODXpciKvk",12,2017/04/02,23:51:00,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",IBD_ECarson,7,,en,http://pbs.twimg.com/profile_images/378800000188557471/8b0699aff30f293174cf1199ae92d523_normal.jpeg
"NEW TECH: Come &amp; walk through our LNG Value Chain simulator with the #HoloLens Experience @Gastechevent #Gastech https://t.co/YbHPoWlhEj",12,2017/03/31,5:01:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,11,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"We are ready for day two of @GastechEvent come stop by our booth, meet the team and try our our new #HoloLens exper… https://t.co/K0ph16BuQj",11,2017/04/04,23:07:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,10,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting today @GastechEvent with our friends @BP_plc #Gastech https://t.co/oGn7Ti3HYO",10,2017/04/06,3:25:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,0,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"A fantastic day 1 @GastechEvent if you didn't have a chance to stop by our booth we hope to see you tomorrow… https://t.co/ioA1XhITMe",10,2017/04/04,8:49:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,8,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Wondering what is going on here? Stop by our booth @GastechEvent to find out #HoloLens #gastech2017 https://t.co/IjEp5pw1Xn",10,2017/04/04,4:24:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting @GastechEvent with our friends from Osaka Gas #gastech2017 https://t.co/b5UJvCY0ay",10,2017/04/04,3:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Don’t miss our President of Gas &amp; Power Marketing, Rob Franklin on the International Energy Leadership Panel tomorr… https://t.co/UEVZQaKFD9",10,2017/04/03,11:56:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,5,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Dow industrials up 150 points, led by Caterpillar, Chevron, Exxon, AmEx https://t.co/oEyGyLphVB",9,2017/04/05,14:00:00,"<a href=""http://www.marketwatch.com"" rel=""nofollow"">MarketWatch</a>",MarketWatch,3,,en,http://pbs.twimg.com/profile_images/705601245596090368/Z6xUOnRg_normal.jpg
"We have turned pink @XOM_NatGas for the #LNG #Powerplay event with @TracyLothianLNG &amp; Momoyo Yuki #Gastech https://t.co/fBOvIb585n",9,2017/04/04,6:45:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,4,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"$MMEX $XOM #MMEX $COP #RIO $RIO #TINTO #CONOCO $Phillips 450 million dollar refinery, huge 8-k out, slashed the shares in 1/2!!!",9,2017/04/03,18:34:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCMillionaire,4,"Newport Beach",en,http://pbs.twimg.com/profile_images/378800000722505100/8b7416fc5eefe6571af6d113eb6801be_normal.jpeg
"LNG is fueling the future find out more here https://t.co/nYFLkGzui8 and visit our booth @GastechEvent https://t.co/13Rm5eg2Cv",9,2017/04/01,8:22:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,6,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"At #Gastech make sure you pick up @GastechNews daily to read about our #Hololens experience or try it out for yours… https://t.co/zlqgVZMJbe",8,2017/04/06,2:59:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,7,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"EM and Kogas teams enjoying very cool KC1 VR experience @XOM_NatGas @GastechEvent https://t.co/544I4EHavl",8,2017/04/06,2:23:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dodds5Graham,4,"Seoul, Republic of Korea",en,http://pbs.twimg.com/profile_images/605986463222743040/IB9-evtk_normal.jpg
"Don't miss our President Rob Franklin  at the #Gastech Women in Energy Panel this morning 9.30am - 10.30am… https://t.co/D3MUyL4mK5",8,2017/04/06,12:10:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,7,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Experience the #LNG Value Chain #Hololens experience @Gastechevent https://t.co/YRb0BDTewl",8,2017/04/05,12:51:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,8,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Thanks to @XOM_NatGas and @TracyLothianLNG for the awesome #Powerplay event today @ #gastech 2017. #womeninenergy G… https://t.co/tHKo1KHYpR",8,2017/04/04,10:49:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",katiemehnert,2,"Houston, Texas USA ",en,http://pbs.twimg.com/profile_images/513752686760849410/riyE9Fws_normal.jpeg
"The amazing @TracyLothianLNG with @XOM_NatGas gets #powerplay going at @GastechEvent #gastech 2017 because… https://t.co/9wMhZnC12c",8,2017/04/04,7:20:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PinkPetro,3,"Worldwide ",en,http://pbs.twimg.com/profile_images/519242275675598849/d-WblXZN_normal.png
"@XOM_NatGas  Kicking off Women in Energy @GastechEvent ... come listen to Rob Franklin our Gas &amp; Power President an… https://t.co/E5Gv5H3dp6",7,2017/04/06,12:32:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TracyLothianLNG,2,"Houston ",en,http://pbs.twimg.com/profile_images/824457056577064960/7RJz7rUs_normal.jpg
"At #Gastech Women in Energy today @kerryanneshanks moderates discussion on championing gender diversity @Shell… https://t.co/hx2z9rVgCk",7,2017/04/05,23:00:00,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",WoodMackenzie,6,global,en,http://pbs.twimg.com/profile_images/378800000857975685/nUWHyFO2_normal.jpeg
"$MMEX 50% retrace. I bought more :D $COP $XOM $PSX #OIL #REFINERY #GULF #TEXAS #TYCOON   450 million dollar refinery project in #PERMIAN",7,2017/04/05,13:56:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCMillionaire,1,"Newport Beach",en,http://pbs.twimg.com/profile_images/378800000722505100/8b7416fc5eefe6571af6d113eb6801be_normal.jpeg
"Another great meeting today with our friends at Repsol #Gastech https://t.co/EuxOurYu5H",7,2017/04/05,3:33:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"The full line up for where you can hear more from ExxonMobil @Gastechevent you can also stop by our booth daily… https://t.co/Coq5c5kgLH",7,2017/04/03,9:27:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,4,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Unusual options activity from Friday. $ST $X $FOXA $MPC $XOM $PRXL $APC $ILG $AAPL $BX $STNG $AMZN https://t.co/rH2T2qX0gR",7,2017/04/02,18:22:00,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",SleemStockPicks,1,"Sleem Stock Picks LLC",en,http://pbs.twimg.com/profile_images/821520089199640576/J417-se4_normal.jpg
"$MMEX $XOM $RIO $TINTO $MINE $OIL $GLD $GAS $NSDQ 450 Million dollar refinery being built in Permian Basin for $MMEX #MMEX",7,2017/03/31,14:52:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCMillionaire,3,"Newport Beach",en,http://pbs.twimg.com/profile_images/378800000722505100/8b7416fc5eefe6571af6d113eb6801be_normal.jpeg
"Notable opening imbalances: $XOM -138K, $COP -69K, $CVS -59K, $JNJ -45K, $PFE -55K, $C -51K, $CRM -66K",7,2017/03/31,13:25:00,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",TripleDTrader,4,Detroit,en,http://pbs.twimg.com/profile_images/2499653117/Dick__Dennis_Pic_Twitter_normal.jpg
"$XOM firming very nicely again.",6,2017/04/06,14:36:00,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",JustinPulitzer,0,"New York, NY",en,http://pbs.twimg.com/profile_images/796381529379373056/G9O2tAYl_normal.jpg
"We enjoyed meeting with our friends from EDP @GastechEvent today #Gastech https://t.co/dYRWAol5CR",6,2017/04/06,7:33:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,2,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting today @GastechEvent with the Cyprus Ministry of Energy Commerce, Industry and Tourism #Gastech https://t.co/kou0sK0iVs",6,2017/04/06,7:31:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,2,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Don't miss Shwetha Ramkumar's Technical Session: cMist: Novel, Compact Dehydration Technology about to start… https://t.co/SBsyECqP2E",6,2017/04/05,12:27:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,4,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Stop by our booth to create your very own #SeismicSelfie &amp; pick up your own selfie stick @GastechEvent #Gastech https://t.co/KWvQl9SNZ9",6,2017/04/05,12:17:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,5,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Having fun with our friends @edfenergy at our @XOM_NatGas booth at #Gastech https://t.co/3TfKPV4QeG",6,2017/04/04,6:07:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,5,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Another great meeting with our friends from KOGAS @GastechEvent in Tokyo #gastech2017 https://t.co/ZsXubkjOAP",6,2017/04/04,4:21:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,0,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"XOM gave it all back. Sad face",6,2017/03/31,14:11:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",hmeisler,1,"St. Louis, MO",en,http://pbs.twimg.com/profile_images/814801775655981056/BqedJpSe_normal.jpg
"Another great discovery for XOM, @HessCorporation and @nexenenergy in Guyana! Snoek adds 200+ mmb. @WoodMackenzie… https://t.co/U5r8QGJzzq",6,2017/03/31,12:04:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JulieWilson_WM,11,Houston,en,http://pbs.twimg.com/profile_images/798698555254808576/TUkO0mKf_normal.jpg
"Great time catching up with good friends from Vitol @XOM_NatGas #Gastech https://t.co/9z0L17ZVRj",5,2017/04/06,7:44:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PhilipW27710249,3,Singapore,en,http://pbs.twimg.com/profile_images/735325199315394561/t-0DfpBk_normal.jpg
"EM's Steve McCusker says ""PNG LNG project took 91,000 manhours to construct"". Record breaking project. @XOM_NatGas https://t.co/sMw8KgtFT5",5,2017/04/06,6:02:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dodds5Graham,2,"Seoul, Republic of Korea",en,http://pbs.twimg.com/profile_images/605986463222743040/IB9-evtk_normal.jpg
"$XOM to making it hard not making the money today.",5,2017/04/05,17:14:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",provotrout,0,SLC,en,http://pbs.twimg.com/profile_images/486518892756340737/rTl3nM7i_normal.jpeg
"$AAPL &amp; $XOM firming up some here. $AMZN continues to end the careers of top picking shorts.",5,2017/04/05,16:20:00,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",JustinPulitzer,1,"New York, NY",en,http://pbs.twimg.com/profile_images/796381529379373056/G9O2tAYl_normal.jpg
"Old friends from Indonesia!  Welcome Henry Marbun from Pertamina @gastech @XOM_NatGas https://t.co/pzta37v9bD",5,2017/04/05,6:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dodds5Graham,4,"Seoul, Republic of Korea",en,http://pbs.twimg.com/profile_images/605986463222743040/IB9-evtk_normal.jpg
"Great to have Andrew Tan, President and CEO Chiyoda Oceania Pty Ltd, at our @GastechEvent both here in Tokyo… https://t.co/QR2dClDsFE",5,2017/04/05,4:38:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Don't miss David O'Brien's Technical session: Improving efficiency with cogeneration technology here @GastechEvent… https://t.co/SSAHI0zo3n",5,2017/04/05,4:34:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,5,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Ever tried the #HoloLens experience why not stop by our stand @GastechEvent and give it a go #Gastech https://t.co/rCdwekod98",5,2017/04/05,3:51:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great interest in Shwetha's technical session this morning about cMist, with over 100 attendees in the audience… https://t.co/d0JyEvNZGC",5,2017/04/05,3:12:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,6,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"My seismic selfie @XOM_NatGas booth @GastechEvent #gastech https://t.co/gK2n9zRlua",5,2017/04/05,12:55:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",janicemyman1,3,"Hong Kong",en-gb,http://pbs.twimg.com/profile_images/849420908494299136/NJrooprT_normal.jpg
"If you want to hear more from @XOM_NatGas why not stop by our booth @GastechEvent #gastech2017 https://t.co/CS5vFXk85G",5,2017/04/04,3:03:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"@XOM_NatGas PNGLNG project partners OilSearch in attendance at Gastech Japan. I https://t.co/l6HDFEVhne",5,2017/04/04,2:15:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smccinoz,3,Singapore,en,http://pbs.twimg.com/profile_images/655262966883856384/CUZf3qpY_normal.jpg
"@XOM_NatGas So does @exxonmobil accept climate change as factual reality or does it fall in line with @POTUS &amp;… https://t.co/yCyHC23Wr8",5,2017/04/03,6:47:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TylerHenry_HD,0,Texas,en,http://pbs.twimg.com/profile_images/740266696888320000/_MMDKFn6_normal.jpg
"Experience ExxonMobil's world through a Seismic Selfie at #Gastech17 #LNG #Seismicselfie #Hololens  https://t.co/qJ8b39i8GO",4,2017/04/06,1:14:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Meet the Team #LNG #Gastech17   https://t.co/K8FFkuVgBs",4,2017/04/06,1:13:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,4,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Great meeting with our friends from GSPC here @GastechEvent #Gastech https://t.co/gHh2Nmlcn6",4,2017/04/06,12:58:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"@kylegriffin1 @MSNBC BUT BUT BUT...The T #Tillerson #Putin #XOM $500 BILLION DEAL Isn't Done Yet &amp; THEY Have 2 Find… https://t.co/inSekkXLdu",4,2017/04/05,22:56:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DrWAVeSportCd1,0,USA,en,http://pbs.twimg.com/profile_images/378800000241835524/841bff936a0e07c7559306197655e7bf_normal.jpeg
"$XOM gap above 50MA again… as long as it holds I will stay long via short puts… another break &amp; I’m calling it quits https://t.co/1aVSRYJKj2",4,2017/04/05,14:31:00,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",JustinPulitzer,0,"New York, NY",en,http://pbs.twimg.com/profile_images/796381529379373056/G9O2tAYl_normal.jpg
"Really enjoyed attending the @XOM_NatGas #powerplay event @GastechEvent hosted by @TracyLothianLNG #gastech2017 https://t.co/AhNpUvbqkF",4,2017/04/05,6:11:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nichola_buckley,2,"Dallas, TX",en-gb,http://pbs.twimg.com/profile_images/765636703230930944/4d95ndtw_normal.jpg
"Enjoyed meeting with our friends from @PetronetLNGLtd at our #Gastech booth just now https://t.co/dd8F9jdOM8",4,2017/04/05,5:23:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"VP Choi and TL Lee from the Kogas Technology team are welcome guests at the EM #Gastech Booth! https://t.co/G8J1JPzcGc",4,2017/04/05,5:12:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Wow. $XOM is 23.03% of $XLE. Together with $CVX (15.39%), $SLB (8.20%), $COP (4.66%) and $EOG (4.27%), these 5 acco… https://t.co/nTjobZeTz5",4,2017/04/04,12:53:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ArthurHill,3,"Mechelen, Belgium",en,http://pbs.twimg.com/profile_images/1120274087/bullbear_normal.jpg
"Speaking live from @Gastechevent in Tokyo Rob Franklin President of Gas and Power Marketing @ExxonMobil https://t.co/nmwPHlB1kj",4,2017/04/04,2:59:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,1,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Speaking live from @Gastechevent in Tokyo Rob Franklin President of Gas and Power Marketing @ExxonMobil https://t.co/NeJJLk9n7l",4,2017/04/04,2:57:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,2,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"#DYK Origami originated from ori meaning ""folding"", and kami meaning ""paper"" come try your hand at our #NatGas flam… https://t.co/41hJrCvjvF",4,2017/04/04,1:45:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,2,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"Don't miss our President of Gas &amp; Power Marketing, Rob Franklin, on the International Energy Leadership Panel today… https://t.co/ARNlod1kWL",4,2017/04/04,1:00:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XOM_NatGas,3,"Houston, TX",en,http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg
"<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> @olivarezcamryn  beautiful af <ed><U+00A0><U+00BE><ed><U+00B4><U+00A4><ed><U+00A0><U+00BD><ed><U+00B2><U+0081><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> https://t.co/Wi1DVsXeks",4,2017/04/03,12:20:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alicia_xom,1,"Mexia, TX",en,http://pbs.twimg.com/profile_images/837145442286780417/PWm4Izzx_normal.jpg
